,model_name,runtime,load,params
269,SRSGC,92.3161027678558,0.0078125,"(1, 15, 1)"
270,SRSGC,92.3161027678558,0.0078125,"(1, 16, 1)"
271,SRSGC,92.3161027678558,0.0078125,"(1, 17, 1)"
272,SRSGC,92.3161027678558,0.0078125,"(1, 18, 1)"
273,SRSGC,92.3161027678558,0.0078125,"(1, 19, 1)"
274,SRSGC,92.3161027678558,0.0078125,"(1, 20, 1)"
275,SRSGC,92.3161027678558,0.0078125,"(1, 21, 1)"
276,SRSGC,92.3161027678558,0.0078125,"(1, 22, 1)"
277,SRSGC,92.3161027678558,0.0078125,"(1, 23, 1)"
278,SRSGC,92.3161027678558,0.0078125,"(1, 24, 1)"
279,SRSGC,92.3161027678558,0.0078125,"(1, 25, 1)"
280,SRSGC,92.3161027678558,0.0078125,"(1, 26, 1)"
281,SRSGC,92.3161027678558,0.0078125,"(1, 27, 1)"
282,SRSGC,92.3161027678558,0.0078125,"(1, 28, 1)"
283,SRSGC,92.3161027678558,0.0078125,"(1, 29, 1)"
284,SRSGC,92.3161027678558,0.0078125,"(1, 30, 1)"
285,SRSGC,92.3161027678558,0.0078125,"(1, 31, 1)"
286,SRSGC,92.3161027678558,0.0078125,"(1, 32, 1)"
287,SRSGC,92.3161027678558,0.0078125,"(1, 33, 1)"
288,SRSGC,92.3161027678558,0.0078125,"(1, 34, 1)"
289,SRSGC,92.3161027678558,0.0078125,"(1, 35, 1)"
290,SRSGC,92.3161027678558,0.0078125,"(1, 36, 1)"
291,SRSGC,92.3161027678558,0.0078125,"(1, 37, 1)"
292,SRSGC,92.3161027678558,0.0078125,"(1, 38, 1)"
293,SRSGC,92.3161027678558,0.0078125,"(1, 39, 1)"
294,SRSGC,92.3161027678558,0.0078125,"(1, 40, 1)"
295,SRSGC,92.3161027678558,0.0078125,"(1, 41, 1)"
296,SRSGC,92.3161027678558,0.0078125,"(1, 42, 1)"
297,SRSGC,92.3161027678558,0.0078125,"(1, 43, 1)"
298,SRSGC,92.3161027678558,0.0078125,"(1, 44, 1)"
299,SRSGC,92.3161027678558,0.0078125,"(1, 45, 1)"
300,SRSGC,92.3161027678558,0.0078125,"(1, 46, 1)"
301,SRSGC,92.3161027678558,0.0078125,"(1, 47, 1)"
302,SRSGC,92.3161027678558,0.0078125,"(1, 48, 1)"
303,SRSGC,92.3161027678558,0.0078125,"(1, 49, 1)"
304,SRSGC,92.3161027678558,0.0078125,"(1, 50, 1)"
305,SRSGC,92.3161027678558,0.0078125,"(1, 51, 1)"
306,SRSGC,92.3161027678558,0.0078125,"(1, 52, 1)"
307,SRSGC,92.3161027678558,0.0078125,"(1, 53, 1)"
308,SRSGC,92.3161027678558,0.0078125,"(1, 54, 1)"
309,SRSGC,92.3161027678558,0.0078125,"(1, 55, 1)"
310,SRSGC,92.3161027678558,0.0078125,"(1, 56, 1)"
311,SRSGC,92.3161027678558,0.0078125,"(1, 57, 1)"
312,SRSGC,92.3161027678558,0.0078125,"(1, 58, 1)"
313,SRSGC,92.3161027678558,0.0078125,"(1, 59, 1)"
314,SRSGC,92.3161027678558,0.0078125,"(1, 60, 1)"
315,SRSGC,92.3161027678558,0.0078125,"(2, 3, 1)"
316,SRSGC,92.3161027678558,0.0078125,"(2, 5, 1)"
317,SRSGC,92.3161027678558,0.0078125,"(2, 7, 1)"
318,SRSGC,92.3161027678558,0.0078125,"(2, 9, 1)"
319,SRSGC,92.3161027678558,0.0078125,"(2, 11, 1)"
320,SRSGC,92.3161027678558,0.0078125,"(2, 13, 1)"
321,SRSGC,92.3161027678558,0.0078125,"(2, 15, 1)"
322,SRSGC,92.3161027678558,0.0078125,"(2, 17, 1)"
323,SRSGC,92.3161027678558,0.0078125,"(2, 19, 1)"
324,SRSGC,92.3161027678558,0.0078125,"(2, 21, 1)"
325,SRSGC,92.3161027678558,0.0078125,"(2, 23, 1)"
326,SRSGC,92.3161027678558,0.0078125,"(2, 25, 1)"
327,SRSGC,92.3161027678558,0.0078125,"(2, 27, 1)"
328,SRSGC,92.3161027678558,0.0078125,"(2, 29, 1)"
329,SRSGC,92.3161027678558,0.0078125,"(2, 31, 1)"
330,SRSGC,92.3161027678558,0.0078125,"(2, 33, 1)"
331,SRSGC,92.3161027678558,0.0078125,"(2, 35, 1)"
332,SRSGC,92.3161027678558,0.0078125,"(2, 37, 1)"
333,SRSGC,92.3161027678558,0.0078125,"(2, 39, 1)"
334,SRSGC,92.3161027678558,0.0078125,"(2, 41, 1)"
335,SRSGC,92.3161027678558,0.0078125,"(2, 43, 1)"
336,SRSGC,92.3161027678558,0.0078125,"(2, 45, 1)"
337,SRSGC,92.3161027678558,0.0078125,"(2, 47, 1)"
338,SRSGC,92.3161027678558,0.0078125,"(2, 49, 1)"
339,SRSGC,92.3161027678558,0.0078125,"(2, 51, 1)"
340,SRSGC,92.3161027678558,0.0078125,"(2, 53, 1)"
341,SRSGC,92.3161027678558,0.0078125,"(2, 55, 1)"
342,SRSGC,92.3161027678558,0.0078125,"(2, 57, 1)"
343,SRSGC,92.3161027678558,0.0078125,"(2, 59, 1)"
344,SRSGC,92.3161027678558,0.0078125,"(3, 4, 1)"
345,SRSGC,92.3161027678558,0.0078125,"(3, 7, 1)"
346,SRSGC,92.3161027678558,0.0078125,"(3, 10, 1)"
347,SRSGC,92.3161027678558,0.0078125,"(3, 13, 1)"
348,SRSGC,92.3161027678558,0.0078125,"(3, 16, 1)"
349,SRSGC,92.3161027678558,0.0078125,"(3, 19, 1)"
350,SRSGC,92.3161027678558,0.0078125,"(3, 22, 1)"
351,SRSGC,92.3161027678558,0.0078125,"(3, 25, 1)"
352,SRSGC,92.3161027678558,0.0078125,"(3, 28, 1)"
353,SRSGC,92.3161027678558,0.0078125,"(3, 31, 1)"
354,SRSGC,92.3161027678558,0.0078125,"(3, 34, 1)"
355,SRSGC,92.3161027678558,0.0078125,"(3, 37, 1)"
356,SRSGC,92.3161027678558,0.0078125,"(3, 40, 1)"
357,SRSGC,92.3161027678558,0.0078125,"(3, 43, 1)"
358,SRSGC,92.3161027678558,0.0078125,"(3, 46, 1)"
359,SRSGC,92.3161027678558,0.0078125,"(3, 49, 1)"
360,SRSGC,92.3161027678558,0.0078125,"(3, 52, 1)"
361,SRSGC,92.3161027678558,0.0078125,"(3, 55, 1)"
362,SRSGC,92.3161027678558,0.0078125,"(3, 58, 1)"
363,SRSGC,92.3161027678558,0.0078125,"(4, 5, 1)"
364,SRSGC,92.3161027678558,0.0078125,"(4, 9, 1)"
365,SRSGC,92.3161027678558,0.0078125,"(4, 13, 1)"
366,SRSGC,92.3161027678558,0.0078125,"(4, 17, 1)"
367,SRSGC,92.3161027678558,0.0078125,"(4, 21, 1)"
368,SRSGC,92.3161027678558,0.0078125,"(4, 25, 1)"
369,SRSGC,92.3161027678558,0.0078125,"(4, 29, 1)"
370,SRSGC,92.3161027678558,0.0078125,"(4, 33, 1)"
371,SRSGC,92.3161027678558,0.0078125,"(4, 37, 1)"
372,SRSGC,92.3161027678558,0.0078125,"(4, 41, 1)"
373,SRSGC,92.3161027678558,0.0078125,"(4, 45, 1)"
374,SRSGC,92.3161027678558,0.0078125,"(4, 49, 1)"
375,SRSGC,92.3161027678558,0.0078125,"(4, 53, 1)"
376,SRSGC,92.3161027678558,0.0078125,"(4, 57, 1)"
377,SRSGC,92.17028666898673,0.0078125,"(1, 2, 2)"
378,SRSGC,92.17028666898673,0.0078125,"(1, 3, 2)"
379,SRSGC,92.17028666898673,0.0078125,"(1, 4, 2)"
380,SRSGC,92.17028666898673,0.0078125,"(1, 5, 2)"
381,SRSGC,92.17028666898673,0.0078125,"(1, 6, 2)"
382,SRSGC,92.17028666898673,0.0078125,"(1, 7, 2)"
383,SRSGC,92.17028666898673,0.0078125,"(1, 8, 2)"
384,SRSGC,92.17028666898673,0.0078125,"(1, 9, 2)"
385,SRSGC,92.17028666898673,0.0078125,"(1, 10, 2)"
386,SRSGC,92.17028666898673,0.0078125,"(1, 11, 2)"
387,SRSGC,92.17028666898673,0.0078125,"(1, 12, 2)"
388,SRSGC,92.17028666898673,0.0078125,"(1, 13, 2)"
389,SRSGC,92.17028666898673,0.0078125,"(1, 14, 2)"
390,SRSGC,92.17028666898673,0.0078125,"(1, 15, 2)"
391,SRSGC,92.17028666898673,0.0078125,"(1, 16, 2)"
392,SRSGC,92.17028666898673,0.0078125,"(1, 17, 2)"
393,SRSGC,92.17028666898673,0.0078125,"(1, 18, 2)"
394,SRSGC,92.17028666898673,0.0078125,"(1, 19, 2)"
395,SRSGC,92.17028666898673,0.0078125,"(1, 20, 2)"
396,SRSGC,92.17028666898673,0.0078125,"(1, 21, 2)"
397,SRSGC,92.17028666898673,0.0078125,"(1, 22, 2)"
398,SRSGC,92.17028666898673,0.0078125,"(1, 23, 2)"
399,SRSGC,92.17028666898673,0.0078125,"(1, 24, 2)"
400,SRSGC,92.17028666898673,0.0078125,"(1, 25, 2)"
401,SRSGC,92.17028666898673,0.0078125,"(1, 26, 2)"
402,SRSGC,92.17028666898673,0.0078125,"(1, 27, 2)"
403,SRSGC,92.17028666898673,0.0078125,"(1, 28, 2)"
404,SRSGC,92.17028666898673,0.0078125,"(1, 29, 2)"
405,SRSGC,92.17028666898673,0.0078125,"(1, 30, 2)"
406,SRSGC,92.17028666898673,0.0078125,"(1, 31, 2)"
407,SRSGC,92.17028666898673,0.0078125,"(1, 32, 2)"
408,SRSGC,92.17028666898673,0.0078125,"(1, 33, 2)"
409,SRSGC,92.17028666898673,0.0078125,"(1, 34, 2)"
410,SRSGC,92.17028666898673,0.0078125,"(1, 35, 2)"
411,SRSGC,92.17028666898673,0.0078125,"(1, 36, 2)"
412,SRSGC,92.17028666898673,0.0078125,"(1, 37, 2)"
413,SRSGC,92.17028666898673,0.0078125,"(1, 38, 2)"
414,SRSGC,92.17028666898673,0.0078125,"(1, 39, 2)"
415,SRSGC,92.17028666898673,0.0078125,"(1, 40, 2)"
416,SRSGC,92.17028666898673,0.0078125,"(1, 41, 2)"
417,SRSGC,92.17028666898673,0.0078125,"(1, 42, 2)"
418,SRSGC,92.17028666898673,0.0078125,"(1, 43, 2)"
419,SRSGC,92.17028666898673,0.0078125,"(1, 44, 2)"
420,SRSGC,92.17028666898673,0.0078125,"(1, 45, 2)"
421,SRSGC,92.17028666898673,0.0078125,"(1, 46, 2)"
422,SRSGC,92.17028666898673,0.0078125,"(1, 47, 2)"
423,SRSGC,92.17028666898673,0.0078125,"(1, 48, 2)"
424,SRSGC,92.17028666898673,0.0078125,"(1, 49, 2)"
425,SRSGC,92.17028666898673,0.0078125,"(1, 50, 2)"
426,SRSGC,92.17028666898673,0.0078125,"(1, 51, 2)"
427,SRSGC,92.17028666898673,0.0078125,"(1, 52, 2)"
428,SRSGC,92.17028666898673,0.0078125,"(1, 53, 2)"
429,SRSGC,92.17028666898673,0.0078125,"(1, 54, 2)"
430,SRSGC,92.17028666898673,0.0078125,"(1, 55, 2)"
431,SRSGC,92.17028666898673,0.0078125,"(1, 56, 2)"
432,SRSGC,92.17028666898673,0.0078125,"(1, 57, 2)"
433,SRSGC,92.17028666898673,0.0078125,"(1, 58, 2)"
434,SRSGC,92.17028666898673,0.0078125,"(1, 59, 2)"
435,SRSGC,92.17028666898673,0.0078125,"(1, 60, 2)"
436,SRSGC,92.17028666898673,0.0078125,"(2, 3, 2)"
437,SRSGC,92.17028666898673,0.0078125,"(2, 5, 2)"
438,SRSGC,92.17028666898673,0.0078125,"(2, 7, 2)"
439,SRSGC,92.17028666898673,0.0078125,"(2, 9, 2)"
440,SRSGC,92.17028666898673,0.0078125,"(2, 11, 2)"
441,SRSGC,92.17028666898673,0.0078125,"(2, 13, 2)"
442,SRSGC,92.17028666898673,0.0078125,"(2, 15, 2)"
443,SRSGC,92.17028666898673,0.0078125,"(2, 17, 2)"
444,SRSGC,92.17028666898673,0.0078125,"(2, 19, 2)"
445,SRSGC,92.17028666898673,0.0078125,"(2, 21, 2)"
446,SRSGC,92.17028666898673,0.0078125,"(2, 23, 2)"
447,SRSGC,92.17028666898673,0.0078125,"(2, 25, 2)"
448,SRSGC,92.17028666898673,0.0078125,"(2, 27, 2)"
449,SRSGC,92.17028666898673,0.0078125,"(2, 29, 2)"
450,SRSGC,92.17028666898673,0.0078125,"(2, 31, 2)"
451,SRSGC,92.17028666898673,0.0078125,"(2, 33, 2)"
452,SRSGC,92.17028666898673,0.0078125,"(2, 35, 2)"
453,SRSGC,92.17028666898673,0.0078125,"(2, 37, 2)"
454,SRSGC,92.17028666898673,0.0078125,"(2, 39, 2)"
455,SRSGC,92.17028666898673,0.0078125,"(2, 41, 2)"
456,SRSGC,92.17028666898673,0.0078125,"(2, 43, 2)"
457,SRSGC,92.17028666898673,0.0078125,"(2, 45, 2)"
458,SRSGC,92.17028666898673,0.0078125,"(2, 47, 2)"
459,SRSGC,92.17028666898673,0.0078125,"(2, 49, 2)"
460,SRSGC,92.17028666898673,0.0078125,"(2, 51, 2)"
461,SRSGC,92.17028666898673,0.0078125,"(2, 53, 2)"
462,SRSGC,92.17028666898673,0.0078125,"(2, 55, 2)"
463,SRSGC,92.17028666898673,0.0078125,"(2, 57, 2)"
464,SRSGC,92.17028666898673,0.0078125,"(2, 59, 2)"
465,SRSGC,92.17028666898673,0.0078125,"(3, 4, 2)"
466,SRSGC,92.17028666898673,0.0078125,"(3, 7, 2)"
467,SRSGC,92.17028666898673,0.0078125,"(3, 10, 2)"
468,SRSGC,92.17028666898673,0.0078125,"(3, 13, 2)"
469,SRSGC,92.17028666898673,0.0078125,"(3, 16, 2)"
470,SRSGC,92.17028666898673,0.0078125,"(3, 19, 2)"
471,SRSGC,92.17028666898673,0.0078125,"(3, 22, 2)"
